CHA_Speed,brake,throttle,steer,position.x,position.y,position.z,tel_time,engineRPM,lapDistance
226.53769519897563,0.0,100.0,0.0,-271.3362,22.0837,-41.5286,0.0,6252.9,0.0
226.57412568312466,0.0,100.0,0.09104332159228941,-271.06268466666614,22.082977433955616,-41.109704378536215,0.007945697507070512,6253.285368557004,0.5
226.6105561672737,0.0,100.0,0.18208664318457882,-270.78916933333227,22.082254867911235,-40.69080875707243,0.015891395014141024,6253.670737114008,1.0
226.64466907796407,0.0,100.0,0.2695536964563327,-270.5154935228066,22.081832803662877,-40.27192916113034,0.023834642172716036,6255.122885806351,1.5
226.67859154269013,0.0,100.0,0.3567268708582556,-270.24180452511166,22.081435433067313,-39.8530508820811,0.03177768797457449,6256.662696864163,2.0
226.70908972377632,0.0,100.0,0.4448453886182199,-269.9684143168588,22.081187446061854,-39.43476083205933,0.03971855410860371,6259.860776709265,2.5
226.73925267332876,0.0,100.0,0.5330564538821718,-269.69505335958314,22.08095408345534,-39.01652836865707,0.04765920685686637,6263.22119824313,3.0
226.76707345197164,0.0,100.0,0.5535,-269.42152790255244,22.080684733256284,-38.59799148488906,0.05559812089505798,6267.659534643163,3.5
226.7941876638166,0.0,100.0,0.5535,-269.1479528205927,22.0804045266172,-38.17936276609646,0.06353651041353911,6272.423047507604,4.0
226.82097792517658,0.0,100.0,0.5535,-268.87431511707365,22.07999833881342,-37.76066426931999,0.07147362585733516,6277.246777984451,4.5
226.84757544152225,0.0,100.0,0.5535,-268.6006401547947,22.07951719436497,-37.341924255833014,0.07940998324842002,6282.106336913807,5.0
226.8767298772032,0.0,100.0,0.5998119519003973,-268.32697538782827,22.07893055992786,-36.92318744085872,0.08734527973566997,6285.751371711978,5.5
226.90798830339617,0.0,100.0,0.684232226597413,-268.05331901019224,22.07825712183911,-36.504453257817396,0.09527970324598548,6288.397021346358,6.0
226.94154466678867,0.0,100.0,0.7290000000000001,-267.7797141206305,22.077461631254284,-36.085747780671525,0.10321305953333565,6289.142446881425,6.5
226.9776954070422,0.0,100.0,0.7290000000000001,-267.5061673612338,22.076528343095305,-35.667074712553614,0.11114521092328154,6287.742514642957,7.0
227.01438697837048,0.0,100.0,0.7290000000000001,-267.23267641131224,22.07557045056879,-35.2484683717083,0.11907647781181278,6286.062436987294,7.5
227.05219293885276,0.0,100.0,0.7290000000000001,-266.9593004575083,22.074561860437047,-34.82999952323784,0.12700592217418147,6283.805116216249,8.0
227.0897259535783,0.0,100.0,0.7290000000000001,-266.6859173772355,22.07354903331045,-34.411448552780584,0.13493469412680623,6281.917478771238,8.5
227.12641615700875,0.0,100.0,0.7290000000000001,-266.4125122916074,22.072523123045432,-33.99264400322809,0.1428613897894975,6281.171362214859,9.0
227.16293553195644,0.0,100.0,0.7290000000000001,-266.1391037808737,22.07151817713894,-33.573829685386286,0.15078781037499714,6280.466308233682,9.5
227.19792071121432,0.0,100.0,0.7290000000000001,-265.8656645095658,22.070701510306154,-33.154927639391104,0.15871176051625407,6280.130033655475,10.0
227.2328828142782,0.0,100.0,0.7290000000000001,-265.59223100197653,22.06988897844242,-32.73602980190637,0.16663566352564557,6279.800918463132,10.5
227.26662459768892,0.0,100.0,0.7290000000000001,-265.31910229244005,22.069295112793853,-32.31735451966709,0.1745570740988227,6279.8504072671785,11.0
227.30036638109962,0.0,100.0,0.7290000000000001,-265.0459735829035,22.068701247145288,-31.898679237427807,0.18247848467199984,6279.899896071226,11.5
227.3330816630963,0.0,100.0,0.7290000000000001,-264.77270503083344,22.068392515337603,-31.4794890799979,0.19039752414266992,6280.646748465823,12.0
227.36579478485598,0.0,100.0,0.7290000000000001,-264.4994361844695,22.068084383584292,-31.060297839030838,0.1983165586234362,6281.395068438147,12.5
227.39779542402752,0.0,100.0,0.7290000000000001,-264.2263933926201,22.067964086499842,-30.641384480649936,0.2062337136289885,6282.461924003826,13.0
227.42952736006373,0.0,100.0,0.7290000000000001,-263.95343585416185,22.067914628710668,-30.22257592191381,0.21415015981598,6283.648910944033,13.5
227.4605126238831,0.0,100.0,0.7928603193107054,-263.68047706002193,22.067967577057473,-29.80352341296385,0.22206503334366517,6285.182598505754,14.0
227.49118427470177,0.0,100.0,0.8835428852657848,-263.4075177384778,22.068063537444726,-29.384368441438152,0.22997924633196914,6286.8619052827,14.5
227.52097243154674,0.0,100.0,0.918,-263.1348347060118,22.068128833667917,-28.96542398674784,0.23789208050775434,6289.028184399552,15.0
227.55021914937154,0.0,100.0,0.918,-262.8623209940984,22.06817533771432,-28.546608544854987,0.24580406969430205,6291.492898858837,15.5
227.57930352553572,0.0,100.0,0.918,-262.58973700185567,22.068177477488895,-28.12751811787363,0.2537150319005352,6294.016215599682,16.0
227.60820459612927,0.0,100.0,0.918,-262.317073653668,22.06812952403336,-27.70811719574043,0.26162483450785895,6296.605702198721,16.5
227.6373707344426,0.0,100.0,0.918,-262.04446507241465,22.068004976476516,-27.288645080645644,0.2695338322380004,6298.998197597275,17.0
227.66696151266729,0.0,100.0,0.918,-261.77194422808435,22.067757724757833,-26.869058914043865,0.27744154055057124,6301.0751120341965,17.5
227.69717867527135,0.0,100.0,0.918,-261.4996062243254,22.067448574653046,-26.449621327235988,0.2853484963463105,6302.7701508481105,18.0
227.72849937499555,0.0,100.0,0.918,-261.22759034123897,22.0670303746278,-26.03044550193314,0.29325412639018794,6303.792417576485,18.5
227.76020323740883,0.0,100.0,0.918,-260.9555560658525,22.066589314443455,-25.61114398537307,0.3011592650762161,6304.559750706711,19.0
