CHA_Speed,brake,throttle,steer,position.x,position.z,tel_time,engineRPM,lapDistance
178.5393231930983,0.0,100.0,266.69081616644195,601.8918134588534,526.118326395558,47.456131977790506,6146.80627046832,0.0
178.5221092250083,0.0,100.0,233.76637846518867,602.3919708298697,526.1203439726901,47.46621986345038,6144.595005931677,0.5
178.5048952569183,0.0,100.0,200.84194076393536,602.892128200886,526.122361549822,47.47630774911024,6142.383741395034,1.0
178.4876812888283,0.0,100.0,167.91750306268204,603.3922855719023,526.124379126954,47.48639563477011,6140.172476858391,1.5
178.4704673207383,0.0,100.0,134.99306536142873,603.8924429429186,526.126396704086,47.49648352042998,6137.961212321748,2.0
178.4532533526483,0.0,100.0,102.06862766017545,604.392600313935,526.1284142812179,47.506571406089854,6135.749947785104,2.5
178.43603938455828,0.0,100.0,69.14418995892214,604.8927576849512,526.1304318583499,47.516659291749725,6133.538683248461,3.0
178.41882541646828,0.0,100.0,36.21975225766883,605.3929150559675,526.1324494354818,47.52674717740959,6131.327418711818,3.5
178.40161144837828,0.0,100.0,3.2953145564155335,605.8930724269838,526.1344670126139,47.53683506306946,6129.116154175174,4.0
178.38439748028827,0.0,100.0,-29.629123144837763,606.3932297980001,526.1364845897458,47.54692294872933,6126.904889638531,4.5
178.41314620740854,0.0,100.0,-47.24667903441207,606.8931964018415,526.1363991987056,47.557010016179206,6126.065133407841,5.0
178.4576652492445,0.0,100.0,-59.61227260146298,607.3930975513316,526.1355922557686,47.56709680289208,6125.69595701415,5.5
178.50218429108045,0.0,100.0,-71.97786616851388,607.8929987008219,526.1347853128316,47.577183589604964,6125.3267806204585,6.0
178.54670333291642,0.0,100.0,-84.3434597355648,608.3928998503121,526.1339783698946,47.58727037631784,6124.957604226767,6.5
178.5912223747524,0.0,100.0,-96.70905330261571,608.8928009998024,526.1331714269576,47.597357163030715,6124.588427833076,7.0
178.6161651150586,0.0,100.0,-62.71614723629633,609.3927942851615,526.1255399712203,47.60743620082953,6128.276520913697,7.5
178.63582725516042,0.0,100.0,-16.218289595350072,609.8928124236671,526.1160676405029,47.617513148401194,6133.0590402312055,8.0
178.65548939526224,0.0,100.0,30.27956804559618,610.3928305621728,526.1065953097856,47.62759009597285,6137.841559548714,8.5
178.67515153536405,0.0,100.0,76.77742568654243,610.8928487006784,526.0971229790682,47.63766704354451,6142.624078866223,9.0
178.69481367546587,0.0,100.0,123.27528332748868,611.3928668391841,526.0876506483509,47.647743991116165,6147.406598183731,9.5
178.70189299548343,0.0,100.0,138.0378965015693,611.892874990431,526.0743556610273,47.65781738498048,6149.881851795147,10.0
178.70631690068777,0.0,100.0,146.10326393147378,612.3928810340174,526.0602539595563,47.667890028888344,6151.870191702558,10.5
178.7107408058921,0.0,100.0,154.16863136137826,612.8928870776036,526.0461522580853,47.677962672796205,6153.858531609971,11.0
178.71516471109643,0.0,100.0,162.23399879128272,613.39289312119,526.0320505566143,47.688035316704074,6155.846871517383,11.5
178.71958861630077,0.0,100.0,170.2993662211872,613.8928991647764,526.0179488551432,47.698107960611935,6157.8352114247955,12.0
178.69462736154776,0.0,100.0,142.07684824667479,614.3928999999999,526.0087054413543,47.708183998387746,6158.544199919387,12.5
178.66495384280532,0.0,100.0,108.035131197098,614.8928999999999,526.0002411124547,47.718260580411126,6159.048029020556,13.0
178.63528032406288,0.0,100.0,73.99341414752121,615.3928999999999,525.991776783555,47.7283371624345,6159.551858121725,13.5
178.60560680532043,0.0,100.0,39.95169709794442,615.8928999999999,525.9833124546554,47.73841374445788,6160.0556872228935,14.0
178.575933286578,0.0,100.0,5.909980048367629,616.3928999999999,525.9748481257558,47.74849032648125,6160.559516324062,14.5
178.62772255178527,0.0,100.0,-27.73118324333034,616.8928274764246,525.9743626178771,47.75856544692512,6156.247706939631,15.0
178.68858335616991,0.0,100.0,-61.32774163778507,617.3927468767631,525.9747656161844,47.7686404046103,6151.399637301523,15.5
178.74944416055453,0.0,100.0,-94.9243000322398,617.8926662771016,525.9751686144918,47.77871536229548,6146.551567663416,16.0
178.81030496493915,0.0,100.0,-128.52085842669453,618.3925856774401,525.9755716127993,47.788790319980656,6141.703498025308,16.5
178.87116576932377,0.0,100.0,-162.11741682114928,618.8925050777787,525.9759746111066,47.79886527766583,6136.855428387201,17.0
178.88721632932277,0.0,100.0,-156.40951647821015,619.3926696712406,525.9799589956139,47.808926180033,6136.729097420627,17.5
178.90025403404292,0.0,100.0,-148.05894708462438,619.8928507504728,525.984184177699,47.81898613737878,6136.920236610197,18.0
178.91329173876304,0.0,100.0,-139.7083776910386,620.393031829705,525.9884093597843,47.82904609472456,6137.111375799766,18.5
178.92632944348318,0.0,100.0,-131.35780829745283,620.8932129089372,525.9926345418695,47.83910605207034,6137.3025149893365,19.0
178.9393671482033,0.0,100.0,-123.00723890386706,621.3933939881695,525.9968597239547,47.849166009416116,6137.493654178907,19.5
178.90462665056168,0.0,100.0,-63.893269799090085,621.8932637597134,525.9952483391713,47.85923144904779,6147.657686516085,20.0
178.86824544510208,0.0,100.0,-3.036080927648257,622.3931228409228,525.9934365261505,47.86929707694166,6158.1641889117045,20.5
178.83186423964247,0.0,100.0,57.82110794379359,622.8929819221323,525.9916247131296,47.87936270483553,6168.670691307323,21.0
178.79548303418287,0.0,100.0,118.67829681523541,623.3928410033418,525.9898129001087,47.889428332729395,6179.1771937029425,21.5
178.75910182872326,0.0,100.0,179.53548568667725,623.8927000845513,525.9880010870879,47.89949396062327,6189.683696098562,22.0
