CHA_Speed,brake,throttle,steer,position.x,position.z,tel_time,engineRPM,lapDistance
174.35453827697046,0.0,99.89540423869632,-172.80549801625972,601.893636072029,526.3072485456427,49.687973081586065,6929.886332971052,0.0
174.38189109863865,0.0,99.91295398085964,-173.18209483632904,602.3937004899062,526.3231465473671,49.69829645932919,6924.542952651209,0.5
174.40924392030684,0.0,99.93050372302295,-173.55869165639834,602.8937649077833,526.3390445490915,49.70861983707232,6919.199572331366,1.0
174.43659674197502,0.0,99.94805346518628,-173.93528847646766,603.3938293256605,526.3549425508158,49.718943214815454,6913.856192011523,1.5
174.4639495636432,0.0,99.96560320734959,-174.31188529653696,603.8938937435375,526.3708405525402,49.72926659255858,6908.512811691679,2.0
174.4913023853114,0.0,99.9831529495129,-174.68848211660628,604.3939581614147,526.3867385542645,49.73958997030171,6903.169431371836,2.5
174.51615534876808,0.0,100.0,-174.83575596764405,604.8940298371879,526.4024546599444,49.7499133272222,6898.475150899534,3.0
174.48107414916942,0.0,100.0,-169.48500590880374,605.394275521201,526.4138098034115,49.76023618491954,6909.343055483296,3.5
174.44599294957078,0.0,100.0,-164.13425584996347,605.8945212052143,526.4251649468786,49.77055904261689,6920.210960067057,4.0
174.41091174997214,0.0,100.0,-158.78350579112316,606.3947668892275,526.4365200903457,49.78088190031423,6931.078864650819,4.5
174.37583055037348,0.0,100.0,-153.43275573228286,606.8950125732407,526.4478752338127,49.791204758011574,6941.946769234581,5.0
174.33842086549032,0.0,100.0,-144.88345626265547,607.3951734741105,526.456878247035,49.80152921608331,6950.027809950825,5.5
174.29148504169595,0.0,100.0,-123.24847134592338,607.8949875160131,526.4562583867103,49.81186022149676,6946.707424810943,6.0
174.24454921790158,0.0,100.0,-101.61348642919127,608.3948015579157,526.4556385263854,49.822191226910206,6943.387039671061,6.5
174.19761339410718,0.0,100.0,-79.97850151245918,608.8946155998182,526.4550186660606,49.83252223232365,6940.066654531179,7.0
174.1506775703128,0.0,100.0,-58.34351659572708,609.3944296417208,526.4543988057359,49.842853237737096,6936.746269391297,7.5
174.11779772587923,0.0,100.0,-28.20354479109344,609.8943018853093,526.4491311855894,49.8531884957656,6935.879580242521,8.0
174.11027634704251,0.0,100.0,17.280318169218674,610.3942791308629,526.435478517734,49.8635314259591,6939.439616815122,8.5
174.10275496820583,0.0,100.0,62.764181129530776,610.8942563764165,526.4218258498786,49.8738743561526,6942.999653387723,9.0
174.09523358936912,0.0,100.0,108.24804408984289,611.3942336219701,526.4081731820232,49.88421728634609,6946.559689960324,9.5
174.0877122105324,0.0,100.0,153.731907050155,611.8942108675236,526.3945205141678,49.89456021653959,6950.119726532926,10.0
174.08653237389828,0.0,100.0,175.9461212810858,612.3941243431126,526.3763272230728,49.90490406339223,6945.643155542682,10.5
174.09115024123804,0.0,100.0,176.8862462448794,612.8939795175239,526.3539827036868,49.91524874829313,6933.819180700955,11.0
174.09576810857783,0.0,100.0,177.826371208673,613.3938346919352,526.3316381843009,49.925593433194024,6921.99520585923,11.5
174.1003859759176,0.0,100.0,178.76649617246662,613.8936898663467,526.309293664915,49.935938118094924,6910.1712310175035,12.0
174.10500384325735,0.0,100.0,179.70662113626022,614.393545040758,526.286949145529,49.946282802995825,6898.347256175777,12.5
174.10294980424618,0.0,99.99843169308447,179.25590766874976,614.8934572279932,526.2653149443364,49.95662866779787,6895.2816396970575,13.0
174.09788420808675,0.0,99.99615548565988,178.1773992053967,615.3933951496089,526.2440013657244,49.966975065182304,6896.169360592642,13.5
174.09281861192733,0.0,99.99387927823531,177.09889074204364,615.8933330712246,526.2226877871125,49.977321462566735,6897.057081488226,14.0
174.08775301576793,0.0,99.99160307081074,176.02038227869056,616.3932709928403,526.2013742085006,49.987667859951166,6897.94480238381,14.5
174.0826874196085,0.0,99.98932686338615,174.94187381533752,616.8932089144561,526.1800606298887,49.99801425733559,6898.832523279394,15.0
174.02803838721695,0.0,99.98456857225648,171.79011404561825,617.3930759200232,526.1670736018546,50.00836285548702,6907.055332201846,15.5
173.96507527093596,0.0,99.97939408866995,168.2907142857143,617.8929310344828,526.1554827586207,50.018711822660094,6916.508078817734,16.0
173.90211215465496,0.0,99.9742196050834,164.79131452581032,618.3927861489424,526.1438919153868,50.029060789833174,6925.960825433622,16.5
173.83914903837396,0.0,99.96904512149688,161.29191476590637,618.892641263402,526.132301072153,50.039409757006254,6935.41357204951,17.0
173.7755234417524,0.0,99.96355401593097,156.1287242781282,619.3925031115167,526.1210311151676,50.049759293063396,6944.716707600398,17.5
173.68606111184866,0.0,99.94571465316959,86.07769540325265,619.8926275721872,526.1222757218719,50.06013101559907,6948.18501161633,18.0
173.59659878194492,0.0,99.92787529040822,16.026666528377092,620.3927520328576,526.1235203285761,50.07050273813475,6951.65331563226,18.5
173.50713645204115,0.0,99.91003592764686,-54.024362346498464,620.892876493528,526.1247649352804,50.08087446067043,6955.121619648192,19.0
173.4176741221374,0.0,99.89219656488548,-124.07539122137399,621.3930009541984,526.1260095419847,50.09124618320611,6958.589923664123,19.5
173.33824443132693,0.0,99.88135296807448,-179.82900303458598,621.8931169770535,526.1287825906219,50.101622131692714,6958.161709344862,20.0
173.29791353674761,0.0,99.89777298802792,-179.86329801296975,622.3932001163951,526.1375122214831,50.11201454938477,6942.548141004323,20.5
173.25758264216827,0.0,99.91419300798137,-179.89759299135352,622.8932832557366,526.1462418523445,50.12240696707682,6926.934572663785,21.0
173.21725174758896,0.0,99.93061302793483,-179.9318879697373,623.3933663950781,526.1549714832058,50.13279938476887,6911.321004323246,21.5
